DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area,,,,,
S01008868,Deans Village - 01,City of Edinburgh,940,810,4705,4,7,14,68,5%,44,5141,5%,37,4828,40,101,175,83,10%,8%,57,6061,0%,6.4,13,5%,11%,6497,5.7,2.36,1.83,5.38,3.31,3.56,5.3,4.95,6.78,0%,4239,202,2145,33,125,40,17%,6%,840,3582.618053,284073.6278,,,,,
S01008869,Deans Village - 02,City of Edinburgh,1203,844,6338,5,10,19,91,4%,54,5232,2%,20,6233,40,37,0,61,12%,3%,60,6401,0%,5.43,18,0%,20%,6388,4.27,1.86,2.95,4.64,2.85,3.48,5.55,8.94,10.42,0%,4269,19,160,4014,99,27,10%,3%,2867,2866.729721,176198.7493,,,,,
S01008870,Deans Village - 03,City of Edinburgh,888,610,6559,5,10,19,95,2%,14,6675,2%,9,6740,30,132,14,91,10%,3%,55,6568,0%,0,16,0%,13%,5210,3.82,2.61,3.59,4.67,3.06,3.88,7.75,10.77,13.04,0%,3066,12,137,4424,74,36,10%,5%,2290,2722.391143,233796.6209,,,,,
S01008871,Deans Village - 04,City of Edinburgh,1237,959,6848,5,10,20,99,2%,23,6542,1%,11,6854,20,61,9,58,9%,7%,48,6890,0%,0,9,0%,8%,5812,4.83,1.51,2.09,4.3,2.44,2.87,4.5,4.33,6.7,0%,6118,28,229,2982,142,12,14%,1%,2175,2504.376408,151617.3626,,,,,
S01008872,Deans Village - 05,City of Edinburgh,887,707,6267,5,9,18,90,3%,27,5943,3%,18,6093,40,44,13,75,10%,0%,59,6418,0%,0,32,0%,3%,5355,4.14,2.15,2.49,3.79,2.64,2.4,5.99,5.41,5.43,0%,5473,30,343,1881,96,11,11%,1%,2885,2277.353262,122827.5755,,,,,
S01008873,Deans Village - 06,City of Edinburgh,720,487,6895,5,10,20,99,1%,8,6839,1%,6,6832,20,15,0,65,11%,4%,53,6894,0%,0,9,0%,23%,6889,3.34,2.69,3.71,2.61,3.38,1.97,5.58,7.17,5.21,0%,5619,26,366,1711,31,17,5%,2%,4940.5,2987.507525,390906.0973,,,,,
S01008874,Deans Village - 07,City of Edinburgh,1016,738,6092,5,9,18,88,4%,43,5350,3%,20,6016,50,50,11,64,13%,3%,74,5640,80%,5.38,29,0%,15%,5214,2.83,3.17,3.07,2.48,3.51,1.64,7.57,8.74,5.14,2%,5090,22,219,3129,63,8,7%,1%,4361.5,1967.913451,134473.4256,,,,,
S01008875,Balgreen and Roseburn - 01,City of Edinburgh,866,647,5488,4,8,16,79,5%,45,4925,4%,26,5104,55,19,61,91,13%,4%,52,5809,67%,0,33,5%,7%,4952,1.8,2.64,3.05,1.22,3.54,1.42,5.83,7.47,3.45,0%,6438,23,269,2518,160,47,20%,6%,617,2223.560555,126794.8575,,,,,
S01008876,Balgreen and Roseburn - 02,City of Edinburgh,623,363,6706,5,10,20,97,2%,13,6442,2%,6,6637,40,6,0,62,14%,0%,75,6273,85%,6.22,26,0%,19%,6424,3.83,1.52,2.89,3.35,4.51,2.3,4.16,7.18,5.12,0%,5842,27,439,1283,10,6,2%,1%,6594,3348.104764,361968.1904,,,,,
S01008877,Balgreen and Roseburn - 03,City of Edinburgh,531,343,6902,5,10,20,99,2%,13,6241,1%,5,6802,30,64,0,54,12%,0%,57,6662,0%,6.33,21,0%,15%,6786,4.24,1.55,2.14,3.52,5.52,3.15,5.83,6.05,6.25,0%,5117,9,172,3836.5,14,6,3%,1%,6290.5,1574.652213,68028.74197,,,,,
S01008878,Balgreen and Roseburn - 04,City of Edinburgh,865,535,3730,3,6,11,54,10%,88,3359.5,9%,46,3171.5,90,119,139,70,17%,0%,92,3534,87%,5.25,100,2%,10%,3679,4.08,1.54,1.75,3.3,6.24,3.92,6.63,6.61,9.72,0%,4628,18,211,3242,63,11,7%,1%,4431,3048.665252,195667.4917,,,,,
S01008879,Balgreen and Roseburn - 05,City of Edinburgh,823,540,5366,4,8,16,77,6%,47,4721.5,4%,23,4987,45,9,17,83,14%,5%,55,6266,81%,5.8,62,5%,7%,3816,3.94,1.23,1.61,3.34,6.62,4.58,5.8,6.96,10.74,0%,4809,18,222,3088,37,17,5%,2%,5093,3678.150618,563898.2288,,,,,
S01008880,Balgreen and Roseburn - 06,City of Edinburgh,630,420,5629,5,9,17,81,4%,28,5259.5,4%,16,5231,50,81,51,114,14%,0%,62,5394,0%,5.5,25,4%,26%,5961,4.57,0.86,2.25,3.69,6.45,4.47,2.97,7.24,7.9,0%,5414,32,515,948,17,2,3%,0%,6451,1721.145054,114277.5221,,,,,
S01008881,Murrayfield and Ravelston - 01,City of Edinburgh,683,398,6915,5,10,20,100,1%,8,6825,2%,7,6585,35,35,0,107,11%,0%,50,6595,0%,6.88,13,0%,22%,6876,4.57,1.84,3.43,4.7,5.03,3.28,5.64,7.37,6.31,0%,3714,5,74,5652,22,12,4%,2%,5142,3978.27902,397725.5531,,,,,
S01008882,Murrayfield and Ravelston - 02,City of Edinburgh,1071,658,6913,5,10,20,100,2%,19,6574,2%,10,6732,30,11,14,36,9%,3%,49,6844,0%,0,12,0%,28%,6696,3.56,1.77,4.06,2.84,3.44,1.82,5.27,8.16,5.03,0%,5979,31,293,2302,26,7,3%,1%,6378,2429.014548,214434.3064,,,,,
S01008883,Murrayfield and Ravelston - 03,City of Edinburgh,1092,588,6911,5,10,20,100,1%,10,6899,1%,6,6874,30,30,0,125,17%,5%,44,6582,0%,0,19,0%,32%,6346,3.04,2.75,3.38,4.41,3.23,2.8,9.15,10.9,9.17,0%,3755,14,130,4560,19,3,2%,0%,6635,3361.651137,354593.21,,,,,
S01008884,Murrayfield and Ravelston - 04,City of Edinburgh,721,392,6832,5,10,20,98,1%,8,6840,2%,8,6527,25,10,26,75,12%,0%,64,6720,0%,6,14,0%,28%,6787,1.84,3.5,2.17,4.17,3.93,3.87,9.96,9.1,10.34,0%,3583,15,211,3245,1,10,0%,1%,6842,3180.020889,243128.778,,,,,
S01008885,Murrayfield and Ravelston - 05,City of Edinburgh,876,528,6925,5,10,20,100,1%,6,6945,2%,9,6685,25,25,18,52,10%,6%,52,6816,0%,5,11,0%,51%,6753,1.75,3.57,2.46,3.01,3.46,3.52,8.35,7.79,11.2,0%,4358,18,208,3282,19,4,2%,0%,6624,3251.831038,298237.0891,,,,,
S01008886,"Craigleith, Orchard Brae and Crewe Toll - 01",City of Edinburgh,923,627,6852,5,10,20,99,1%,9,6882,1%,6,6922,20,28,0,78,12%,3%,57,6823,0%,6.27,19,2%,19%,6774,2.28,4.17,3.33,2.31,3.62,4.02,11.59,10.59,12.96,0%,2879,13,143,4299,65,5,8%,1%,4224,3112.933409,167598.1834,,,,,
S01008887,"Craigleith, Orchard Brae and Crewe Toll - 02",City of Edinburgh,779,483,6596,5,10,19,95,2%,17,6380,2%,11,6258,35,63,20,83,11%,0%,81,6115,91%,6.13,16,2%,30%,6731,1.75,4.27,2.89,2.47,3.56,4.18,10.57,8.71,10.32,2%,3203,14,182,3682,25,12,3%,2%,5847,4129.124429,311556.976,,,,,
S01008888,"Craigleith, Orchard Brae and Crewe Toll - 03",City of Edinburgh,672,490,6564,5,10,19,95,2%,15,6355.5,1%,4,6923,25,62,17,54,9%,0%,57,6789,0%,0,8,0%,21%,5903,2.13,4.14,3.78,4.47,5.19,4.6,10.76,9.94,12.3,0%,1896,5,75,5627,41,2,7%,0%,4812,1290.789495,69189.23755,,,,,
S01008889,"Craigleith, Orchard Brae and Crewe Toll - 04",City of Edinburgh,885,624,6707,5,10,20,97,2%,14,6673,2%,11,6647.5,30,31,0,59,11%,2%,56,6715,88%,6.22,41,0%,25%,6406,1.36,3.23,2.94,3.79,4.89,3.82,7.57,6.91,9.34,0%,3896,23,263,2577,62,7,11%,1%,2835,2029.016872,134561.0357,,,,,
S01008890,"Craigleith, Orchard Brae and Crewe Toll - 05",City of Edinburgh,654,392,5325,4,8,16,77,4%,23,5699,5%,21,4415,60,0,0,180,13%,14%,77,5350,91%,6.25,35,2%,19%,6432,2.01,4.51,3.4,2.89,3.86,4.61,11.69,10.9,12.57,0%,2463,21,325,2014,32,7,4%,1%,5626,3050.370256,321825.0202,,,,,
S01008891,"Craigleith, Orchard Brae and Crewe Toll - 06",City of Edinburgh,771,440,6474,5,10,19,93,1%,10,6781,1%,4,6899,30,10,0,64,13%,0%,65,6636,0%,6.33,24,0%,38%,6886,1.47,4.15,2.72,2.92,4.24,4.1,12.46,11.39,11.11,2%,2682,38,499,1006,26,10,3%,1%,5906,2630.442221,263660.1435,,,,,
S01008892,Blackhall - 01,City of Edinburgh,1009,578,5793,5,9,17,84,6%,61,4594,3%,19,5574.5,55,64,77,81,13%,4%,80,5080,89%,5.62,28,2%,16%,5797,1.46,2.57,1.32,3.07,3.44,3.59,6.68,4.62,8.52,0%,6067,23,231,2970,64,12,7%,1%,4592,4138.430644,190691.7774,,,,,
S01008893,Blackhall - 02,City of Edinburgh,931,544,6906,5,10,20,99,2%,20,6404,2%,9,6717,25,67,0,72,10%,3%,62,6730,95%,6.17,17,1%,31%,6866,2.21,1.76,1.41,2.93,3.39,3.73,4.81,4.83,9.08,0%,6263,27,294,2292,6,11,1%,1%,6775,2581.182157,211946.7328,,,,,
S01008894,Blackhall - 03,City of Edinburgh,906,499,6966,5,10,20,100,1%,5,6960,1%,5,6879,15,37,40,39,7%,0%,57,6932,0%,6.43,14,0%,38%,6974,3.25,2.62,2.56,1.86,2.72,4.28,7.61,8.86,13.12,1%,4208,7,78,5571,13,4,1%,0%,6756,7990.248185,941565.6394,,,,,
S01008895,Blackhall - 04,City of Edinburgh,891,475,6926,5,10,20,100,2%,18,6473,2%,10,6454,35,14,21,143,16%,0%,54,6329,0%,6.16,19,1%,24%,6927,3.61,1.88,2.76,2.23,3.24,3.39,4.69,7.52,12.34,1%,5025,7,80,5546,25,8,3%,1%,5941,3478.247775,220744.1374,,,,,
S01008896,Blackhall - 05,City of Edinburgh,721,443,6971,5,10,20,100,1%,6,6918,1%,3,6947,25,6,0,35,8%,4%,57,6908,0%,6.24,24,0%,17%,6891,4.43,1.85,3.14,2.69,4.07,3.35,7.38,10.85,12.34,0%,4018,0,0,6598,13,0,2%,0%,6696,2010.0696,126050.2397,,,,,
S01008897,Blackhall - 06,City of Edinburgh,718,405,6928,5,10,20,100,1%,6,6916,2%,6,6723,30,21,23,66,9%,0%,52,6752,0%,6.21,25,0%,28%,6877,4.64,2.03,3.24,3.39,4.6,3.54,5.34,9.33,9.89,0%,3950,10,141,4335,41,5,6%,1%,5073,3429.627696,182773.5754,,,,,
S01008898,Blackhall - 07,City of Edinburgh,867,477,6867,5,10,20,99,1%,9,6868,2%,8,6622,35,38,22,59,10%,0%,64,6493,95%,6.04,26,0%,30%,6800,2.7,1.45,1.59,3,4.02,2.66,5.05,6.23,7.82,0%,6326,34,397,1518,34,9,4%,1%,5809,3389.818945,267414.8983,,,,,
S01008899,Drylaw - 01,City of Edinburgh,874,542,1130,1,2,4,17,25%,221,828,15%,81,1433,150,140,139,96,18%,8%,95,2161,69%,4.74,148,8%,3%,705,3.92,2.9,2.38,2.38,3.92,2.53,9.74,7.58,7.9,0%,4604,43,487,1064,188,11,22%,1%,754,1675.713039,127663.437,,,,,
S01008900,Drylaw - 02,City of Edinburgh,958,620,2390,2,4,7,35,13%,124,2689,9%,56,3010,110,70,163,102,18%,8%,107,2776,73%,4.96,119,9%,5%,1379,3.82,2.9,3,1.74,3.85,2.73,7.73,7.7,7.46,0%,4916,66,687,528,131,33,14%,3%,1617,2100.606945,181334.5958,,,,,
S01008901,Drylaw - 03,City of Edinburgh,950,618,2707,2,4,8,39,14%,131,2497.5,10%,60,2785,125,81,186,91,19%,3%,96,2683,79%,4.85,137,4%,7%,1869,2.89,2.71,2.45,1.91,3.9,2.54,7.34,7.32,7.52,0%,5501,18,192,3526,121,16,14%,2%,1844,2560.415014,144102.0412,,,,,
S01008902,Drylaw - 04,City of Edinburgh,1090,724,1582,2,3,5,23,18%,197,1714,13%,95,1852,130,88,25,88,17%,10%,88,3015,74%,4.11,137,6%,3%,721,1.81,3.26,3.1,3.79,5.32,3.48,8.12,8.88,9.72,0%,3577,59,539,874,176,55,17%,5%,829,3020.118578,211512.8958,,,,,
S01008903,Drylaw - 05,City of Edinburgh,981,601,2486,2,4,8,36,14%,136,2472,12%,70,2217,125,32,119,117,22%,0%,112,2471,81%,5.32,118,3%,4%,2368,2.34,2.44,1.63,2.12,3.2,2.27,6.92,4.79,6.67,0%,6383,36,372,1667,123,15,13%,2%,2334,2193.767849,163933.0287,,,,,
S01008904,West Pilton - 01,City of Edinburgh,1043,700,1741,2,3,5,25,21%,218,1317,12%,84,2135,125,71,62,97,15%,4%,100,2998,71%,5.09,131,4%,2%,1201,2.39,1.7,1.58,2.39,2.51,1.41,6.59,4.57,5.51,0%,6767,68,651,585,253,31,24%,3%,539,2409.474182,121744.6821,,,,,
S01008905,West Pilton - 02,City of Edinburgh,1121,740,1026,1,2,3,15,22%,250,1142,16%,120,1208,170,205,221,191,18%,7%,120,1170,71%,4.93,187,9%,5%,707,3.09,1.29,1.52,1.98,1.66,1.11,5.25,4.52,3.82,0%,6929,92,822,347,263,89,24%,8%,290,1925.971369,107275.1812,,,,,
S01008906,West Pilton - 03,City of Edinburgh,823,587,1012,1,2,3,15,21%,176,1254,18%,107,899,155,285,371,131,21%,4%,129,1169,59%,5.24,146,9%,7%,741,2.88,1.83,2.02,2.14,2.27,1.6,8.11,6.73,6.65,0%,6344,50,603,680,174,21,21%,3%,720,2430.629459,121250.7837,,,,,
S01008907,West Pilton - 04,City of Edinburgh,930,608,944,1,2,3,14,24%,220,996,15%,93,1390,185,157,208,140,19%,9%,122,1118,68%,4.8,209,11%,7%,443,1.83,2.23,2.11,1.89,2.83,2.26,8.71,8.25,10.36,0%,5597,58,621,643,231,5,33%,1%,235,1843.885824,112387.6603,,,,,
S01008908,West Pilton - 05,City of Edinburgh,1257,878,1960,2,3,6,29,16%,201,2074,11%,95,2436,105,82,249,101,18%,7%,94,2968,63%,4.85,157,8%,9%,731,1.87,1.69,1.48,2.47,3.96,3.39,4.51,3.97,11.4,0%,6416,86,685,535,181,14,19%,2%,1053,2544.621569,161488.4377,,,,,
S01008909,Boswall and Pilton - 01,City of Edinburgh,769,516,2638,2,4,8,38,15%,112,2320,9%,46,3069,95,58,75,71,20%,4%,108,3199,67%,5.21,117,4%,3%,1320,2.4,1.35,1.44,3.09,4.33,4.32,4.13,4.46,12.82,0%,6086,22,290,2338,86,25,11%,3%,2466,2029.532814,97228.17484,,,,,
S01008910,Boswall and Pilton - 02,City of Edinburgh,520,374,3431,3,5,10,50,10%,54,3305,8%,31,3313,90,17,135,123,18%,3%,96,3546,71%,5.89,117,2%,5%,2487,2.48,2.37,2.56,2.78,5.21,5.32,7.98,7.81,12.33,0%,3644,8,156,4086,34,22,7%,5%,3128,1551.57972,55377.10361,,,,,
S01008911,Boswall and Pilton - 03,City of Edinburgh,1262,988,4958,4,8,15,72,5%,57,5221,4%,35,5472,55,46,51,527,12%,2%,80,4706,77%,5.38,43,0%,13%,4519,2.21,2.92,2.98,3.37,5.59,5.43,11.62,11.35,11.96,0%,2291,34,273,2481,202,5,23%,1%,710,2604.191128,227373.5193,,,,,
S01008912,Boswall and Pilton - 04,City of Edinburgh,787,480,6505,5,10,19,94,2%,18,6333,3%,13,5962,40,34,39,62,14%,0%,63,6162,94%,6.21,57,0%,17%,6434,2.78,4.14,1.87,2.7,5.73,3.78,11.12,7.63,8.19,0%,3370,12,154,4108,46,4,6%,1%,5243,1933.226039,104453.303,,,,,
S01008913,Boswall and Pilton - 05,City of Edinburgh,721,488,4685,4,7,14,68,6%,46,4470,3%,16,5636,55,17,0,91,12%,3%,77,5660,78%,4.69,92,7%,9%,2097,3.37,3.05,2.54,2.78,5.95,5.59,9.82,9.53,12.37,0%,2368,6,84,5428,85,19,12%,3%,2107,1755.818139,97286.97313,,,,,
S01008914,Boswall and Pilton - 06,City of Edinburgh,919,582,4308,4,7,13,62,8%,73,3935,6%,34,4224,100,62,33,82,19%,0%,106,3264,86%,5.46,102,1%,11%,3894,3.64,3.31,1.07,1.77,5.82,3.95,8.61,3.61,8.37,0%,5097,21,231,2963,106,12,12%,1%,2577,3609.927809,151190.1263,,,,,
S01008915,Boswall and Pilton - 07,City of Edinburgh,569,332,6022,5,9,18,87,4%,25,5279,4%,13,5183,65,34,59,45,15%,11%,76,4999,89%,6.33,34,0%,31%,6643,4,3.32,1.11,1.56,5.9,3.82,7.51,4.16,7.3,0%,5178,9,160,4008,47,1,8%,0%,4331,1902.949363,87593.06476,,,,,
S01008916,Granton South and Wardieburn - 01,City of Edinburgh,1052,630,1095,1,2,4,16,24%,257,912,17%,105,1087,160,107,251,107,23%,2%,133,1270,76%,4.94,167,5%,10%,1553,3.54,3.05,1.57,1.74,5.28,4.59,7.33,5.89,10.59,0%,4506,61,578,744,183,11,17%,1%,1512,2043.237196,155131.3946,,,,,
S01008917,Granton South and Wardieburn - 02,City of Edinburgh,782,532,868,1,2,3,13,25%,197,838,18%,94,959,170,217,355,157,21%,12%,114,1091,67%,5.53,162,15%,6%,1043,2.99,2.06,2.03,1.26,4.83,5.21,5.4,5.25,10.08,0%,5527,85,1088,168,123,10,18%,1%,1270,1855.933741,100427.7938,,,,,
S01008918,Granton South and Wardieburn - 03,City of Edinburgh,625,416,411,1,1,2,6,29%,181,499,22%,91,485,195,371,360,163,17%,6%,120,835,61%,4.25,206,12%,4%,63,2.74,2.49,2.13,1.49,4.42,5.12,7.36,6.25,11.24,0%,4829,20,324,2026,114,3,20%,1%,1182,1061.350772,45570.35783,,,,,
S01008919,Granton South and Wardieburn - 04,City of Edinburgh,582,388,303,1,1,1,5,32%,185,307,23%,88,412,225,298,165,200,21%,10%,128,460,69%,4.82,172,10%,1%,356,2.92,2.87,2.57,2.31,4.62,5.18,8.51,7.21,10.57,0%,3669,56,957,231,110,13,20%,2%,854,1026.086926,38056.41776,,,,,
S01008920,Granton and Royston Mains - 01,City of Edinburgh,1366,1080,4594,4,7,14,66,6%,86,4495,5%,53,4621,50,96,0,60,14%,4%,63,5760,83%,5.85,44,2%,8%,4783,2.97,3.51,3.06,3.1,5.05,5.08,8.93,8.15,12.13,0%,2354,49,356,1781,256,10,24%,1%,661,7546.752242,542369.7304,,,,,
S01008921,Granton and Royston Mains - 02,City of Edinburgh,910,544,355,1,1,2,6,32%,294,287,21%,111,591,205,248,282,179,23%,4%,181,348,65%,4.91,219,10%,4%,246,2.15,1.81,1.84,2.5,3.99,4.61,5.83,5.41,9,0%,5725,43,468,1141,165,10,22%,1%,791,2707.25067,191934.6585,,,,,
S01008922,Granton and Royston Mains - 03,City of Edinburgh,823,550,1438,2,3,5,21,22%,183,1153,13%,72,1805,165,107,103,130,21%,8%,129,1370,68%,4.92,139,6%,3%,851,2.43,1.35,1.65,2.48,4.32,4.81,3.57,3.65,11.24,1%,5696,14,172,3824,136,27,17%,3%,1078,1654.370022,106040.3987,,,,,
S01008923,Granton and Royston Mains - 04,City of Edinburgh,867,536,1714,2,3,5,25,19%,166,1560,14%,72,1750,105,183,138,113,28%,9%,117,1899,61%,5.32,158,5%,4%,798,1.59,0.92,0.89,2.97,3.31,3.99,2.34,2.26,9.65,0%,6914,12,140,4351,116,24,15%,3%,1398,1954.759104,85219.30777,,,,,
S01008924,Granton West and Salvesen - 01,City of Edinburgh,945,629,765,1,2,3,11,23%,220,1032,19%,118,787,195,129,143,150,24%,3%,135,778,67%,4.8,197,6%,4%,471,1.91,2.48,1.81,2.77,2.77,2.84,8.51,6.22,9.45,0%,5716,67,708,502,185,28,19%,3%,958,2199.931442,114840.2085,,,,,
S01008925,Granton West and Salvesen - 02,City of Edinburgh,774,474,2248,2,4,7,33,18%,137,1785,10%,48,2656,105,54,20,128,17%,10%,81,3522,78%,4.81,113,13%,4%,1487,3.16,2.46,2.36,2.47,2.7,2.5,10.18,9.3,9.81,0%,4821,30,393,1542,77,57,11%,8%,1294,1904.3813,90293.98354,,,,,
S01008926,Granton West and Salvesen - 03,City of Edinburgh,579,401,3443,3,5,10,50,10%,60,3313.5,6%,23,4211,85,27,0,116,17%,3%,92,4048,70%,5.32,132,4%,8%,1879,2.3,1.92,1.77,2.68,1.65,2.19,5.31,4.31,5.45,0%,6778,45,770,411,46,2,8%,0%,4545,1178.048733,66307.3119,,,,,
S01008927,Granton West and Salvesen - 04,City of Edinburgh,1032,828,3394,3,5,10,49,11%,111,3211,8%,64,3474,100,83,19,130,14%,3%,95,3543,75%,5,78,6%,10%,2458,2.64,2.49,2.43,3.23,2,2.75,6.88,5.94,6.97,0%,5946,25,245,2807,228,0,29%,0%,413,950.1828124,34908.01876,,,,,
S01008928,Granton West and Salvesen - 05,City of Edinburgh,894,641,1999,2,3,6,29,14%,128,2376,9%,60,2922.5,140,93,101,129,21%,9%,127,1780,70%,4.88,127,5%,4%,1134,2.77,2.51,2.15,3.66,2.19,3.07,7.5,6.57,8,3%,4948,83,929,251,121,5,20%,1%,1090.5,8193.044019,1886949.594,,,,,
S01008929,Muirhouse - 01,City of Edinburgh,733,543,29,1,1,1,1,43%,313,37,36%,197,16,285,345,686,217,28%,2%,152,49,63%,5.13,205,13%,4%,281,3.5,2.43,1.27,3.09,1.8,2.7,7.46,3.96,7.55,1%,5942,69,940,244,146,47,19%,6%,612,2340.332376,137877.2759,,,,,
S01008930,Muirhouse - 02,City of Edinburgh,876,527,228,1,1,1,4,37%,321,149,22%,117,444,195,255,239,168,25%,9%,146,487,67%,4.93,224,9%,2%,182,4.01,1.84,1.21,2.99,2.25,2.2,6.02,3.81,6.95,0%,6613,117,1330,101,224,11,25%,1%,588,2683.534787,165035.2745,,,,,
S01008931,Muirhouse - 03,City of Edinburgh,1433,932,1332,1,2,4,20,21%,305,1267,13%,124,1786,150,128,77,153,24%,6%,93,1791,71%,4.94,207,5%,2%,487,4.43,2.25,2.34,2.47,2.34,2.68,6.59,6.57,7.9,0%,5793,49,339,1906,210,31,27%,4%,313,2605.043568,225502.2618,,,,,
S01008932,Muirhouse - 04,City of Edinburgh,954,673,2855,3,5,9,41,10%,99,3308.5,7%,46,3779,90,62,25,106,13%,3%,66,4463,73%,4.58,117,13%,3%,892,3.94,2.8,2.21,2.64,3.54,2.5,9.92,7.95,8.26,0%,4631,45,467,1143,232,18,26%,2%,431,1318.211299,65946.39238,,,,,
S01008933,Muirhouse - 05,City of Edinburgh,652,446,681,1,1,2,10,29%,190,485,19%,83,847,180,366,100,199,20%,13%,126,860,77%,4.81,182,4%,4%,1020,4.69,2.6,1.59,3.3,2.8,3.01,9.9,6.24,11.15,0%,4675,42,637,603,171,10,25%,1%,545,1498.064794,62077.8251,,,,,
S01008934,Muirhouse - 06,City of Edinburgh,908,625,1796,2,3,6,26,19%,168,1653,13%,78,2025,145,216,71,135,17%,6%,106,2007,73%,5.24,154,7%,3%,1206,4.63,3.38,1.91,4.02,3.28,3.28,10.12,6.17,10.52,0%,3753,28,312,2128,105,15,13%,2%,2124,1989.898423,99683.10196,,,,,
S01008935,Silverknowes and Davidson's Mains - 01,City of Edinburgh,959,552,6276,5,9,18,90,3%,26,6117,2%,11,6532.5,40,34,16,67,14%,0%,71,6031,93%,6,48,1%,11%,6026,4.44,3.39,1.91,3.33,3.81,2.21,11.48,8.45,9.68,0%,3918,40,412,1436,54,20,6%,2%,4390,2245.54957,144795.5172,,,,,
S01008936,Silverknowes and Davidson's Mains - 02,City of Edinburgh,399,240,6954,5,10,20,100,2%,6,6707,2%,5,6543,35,0,0,64,11%,0%,48,6787,0%,6.36,25,2%,31%,6745,3.73,1.97,1.18,2.15,4.75,1.77,5.72,4.5,4.52,3%,6064,6,152,4144,0,3,0%,1%,6938,2216.057145,152783.5114,,,,,
S01008937,Silverknowes and Davidson's Mains - 03,City of Edinburgh,989,624,5984,5,9,18,86,4%,41,5387.5,3%,19,5806,50,112,16,83,13%,0%,70,5515,93%,6,51,2%,13%,5954,4.64,2.58,1.05,2.48,4.62,1.37,5.44,2.98,3.55,4%,6030,36,369,1686,94,27,11%,3%,2283,2520.349222,173401.0899,,,,,
S01008938,Silverknowes and Davidson's Mains - 04,City of Edinburgh,813,476,6440,5,10,19,93,3%,28,5738,2%,11,6266,50,79,19,55,12%,15%,77,5530,91%,5.9,32,1%,22%,6286,5.16,3.45,2.66,3.89,3.46,2.67,10.9,8.92,9.74,0%,3256,5,62,5917,21,4,3%,1%,6396,2406.467578,151451.6265,,,,,
S01008939,Silverknowes and Davidson's Mains - 05,City of Edinburgh,780,481,6439,5,10,19,93,2%,16,6456,1%,7,6797,40,14,0,75,12%,7%,61,6425,90%,6.1,45,1%,17%,6099,4.71,3.65,2.44,4.12,3.1,3,10.03,8.1,9.98,0%,3135,30,390,1561,45,5,6%,1%,5210,7192.117429,1107531.967,,,,,
S01008940,Silverknowes and Davidson's Mains - 06,City of Edinburgh,629,323,6453,5,10,19,93,1%,6,6889,1%,4,6865,25,0,0,68,9%,0%,59,6880,0%,5.89,22,2%,47%,6831,6.36,3.39,2.87,3.69,3,2.67,10.31,10.03,9.27,0%,3315,46,725,477,4,6,1%,1%,6838,5494.238644,1254942.856,,,,,
S01008941,Cramond - 01,City of Edinburgh,1011,556,6845,5,10,20,99,2%,19,6536,2%,11,6544,35,33,84,36,10%,0%,55,6635,96%,6.24,20,0%,21%,6863,8.16,1.32,4.89,3.67,2.73,4.96,4.17,8.96,17.36,0%,3899,16,160,4007,21,13,2%,1%,6210,6439.136511,557045.0504,,,,,
S01008942,Cramond - 02,City of Edinburgh,829,532,6502,5,10,19,94,4%,30,5652,3%,15,5899.5,30,99,0,56,12%,9%,61,6549,88%,6.23,22,0%,30%,6698,9.12,1.64,4.32,3.7,2.69,5.96,4.57,7.11,15.5,0%,3371,3,37,6436,42,14,6%,2%,4645,2333.43448,196990.8023,,,,,
S01008943,Cramond - 03,City of Edinburgh,920,489,6919,5,10,20,100,1%,7,6935,1%,6,6848,20,45,0,56,9%,8%,49,6912,0%,6.27,23,0%,16%,6875,8.81,2.61,3.9,2.75,1.75,5.88,7.81,8.65,17.07,10%,2649,5,55,6062,15,0,2%,0%,6786,4495.07072,364700.1187,,,,,
S01008944,"Barnton, Cammo and Cramond South - 01",City of Edinburgh,1111,605,6739,5,10,20,97,1%,10,6904,1%,8,6811,25,45,0,46,11%,4%,62,6748,0%,6.22,15,1%,26%,6912,8.52,3.34,3.1,4.35,2.75,6.75,8.37,6.67,15.14,2%,1776,13,119,4778,25,14,2%,1%,6216,5524.195965,760572.418,,,,,
S01008945,"Barnton, Cammo and Cramond South - 02",City of Edinburgh,805,460,6108,5,9,18,88,2%,13,6658,2%,11,6229,30,9,22,70,11%,3%,57,6710,95%,6.1,14,0%,28%,6879,5.66,5.37,3.43,6.75,6.91,5.83,15.99,11.3,20.97,7%,677,4,50,6156,18,2,2%,0%,6630.5,3117.200086,241119.1502,,,,,
