DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area,,,,,
S01008556,"Gracemount, Southhouse and Burdiehouse - 04",City of Edinburgh,796,496,1580,2,3,5,23,21%,170,1258,14%,69,1704,145,99,169,96,20%,9%,124,1856,70%,5.42,137,7%,5%,1506,2.05,1.55,2.43,2.23,3.95,6.39,5.42,8.07,13.61,0%,5039,26,331,1970,149,13,19%,2%,1069,1633.393582,96592.84271,,,,,
S01008557,"Gracemount, Southhouse and Burdiehouse - 05",City of Edinburgh,1432,936,1166,1,2,4,17,20%,288,1426,15%,137,1539.5,170,178,272,135,19%,7%,128,1184,66%,4.66,168,7%,4%,510,2.45,1.81,2.42,2.37,2.98,5.83,6.23,7.94,12.17,0%,5004,106,743,450,141,28,15%,3%,1428,4266.203209,343463.3822,,,,,
S01008558,"Gracemount, Southhouse and Burdiehouse - 06",City of Edinburgh,872,534,1241,1,2,4,18,21%,184,1284,15%,82,1393,160,198,253,103,19%,4%,120,1461,68%,4.35,124,3%,3%,745,2.1,1.64,1.98,3.16,3.27,6.39,6.6,7.01,14.59,0%,4835,45,511,955,173,36,19%,4%,819,2122.731021,165316.9535,,,,,
S01008559,Hyvots and Gilmerton - 01,City of Edinburgh,710,438,2404,2,4,7,35,11%,80,3099,10%,43,2774,120,120,44,71,19%,0%,111,2797,73%,4.85,164,8%,5%,956,4.34,3.18,3.05,3.81,2.65,4.5,7.34,7.09,7.63,0%,3614,17,243,2837,150,20,21%,3%,737,1493.152572,108648.7867,,,,,
S01008560,Hyvots and Gilmerton - 02,City of Edinburgh,678,423,1680,2,3,5,25,18%,120,1786,13%,53,1977,155,87,126,104,19%,5%,118,1853,62%,5,152,4%,9%,924,4.06,3.23,3.1,3.73,2.77,3.81,7.65,6.86,6.89,0%,3895,25,374,1652,123,11,18%,2%,1333,1604.808594,135538.9037,,,,,
S01008561,Hyvots and Gilmerton - 03,City of Edinburgh,705,462,3076,3,5,9,45,9%,66,3547.5,6%,30,3955.5,90,330,137,115,15%,5%,116,2777,69%,5.45,134,4%,6%,1691,3.1,2.86,3.29,3.79,3.2,3.69,8.7,8.56,8.45,0%,3776,27,388,1570,136,16,20%,2%,860,2381.339244,126180.2421,,,,,
S01008562,Hyvots and Gilmerton - 04,City of Edinburgh,878,560,528,1,1,2,8,29%,259,458,22%,121,496,220,270,267,136,26%,17%,188,210,73%,5.24,144,6%,5%,1597,3.71,3.2,3.08,2.82,3.49,3.29,8.69,7.48,7.38,0%,4054,22,254,2697,122,9,18%,1%,1287,2527.007513,157738.1387,,,,,
S01008563,Hyvots and Gilmerton - 05,City of Edinburgh,850,562,1336,1,2,4,20,19%,163,1557,16%,92,1168,160,166,141,124,23%,8%,128,1255,74%,4.86,139,10%,5%,1173,3.12,2.47,2.05,2.61,3.57,2.41,5.27,3.85,3.81,0%,6164,44,512,953,141,17,18%,2%,1251,2997.101922,146640.3079,,,,,
S01008564,Fernieside and Moredun South - 01,City of Edinburgh,642,413,2555,2,4,8,37,14%,89,2473,10%,42,2617,140,137,88,140,24%,17%,148,1277,69%,5.5,121,0%,7%,2400,3.23,1.69,1.09,3.33,5.26,1.51,5.33,4.18,4.55,0%,6659,6,95,5225.5,67,15,11%,3%,2454,2121.191448,112350.4008,,,,,
S01008565,Fernieside and Moredun South - 02,City of Edinburgh,986,593,1053,1,2,4,16,24%,237,957,17%,100,1064,170,166,138,102,26%,5%,130,1051,73%,5.1,142,12%,4%,1081,3.02,1.33,1.71,3.13,4.81,1.99,4.35,5.41,5.84,0%,6538,58,586,725,149,7,16%,1%,1726,2968.052741,217986.0013,,,,,
S01008566,Fernieside and Moredun South - 03,City of Edinburgh,1057,649,1420,2,3,5,21,18%,191,1716,14%,88,1713,145,187,139,118,22%,9%,112,1697,69%,5.17,158,10%,5%,912,3.79,2.72,2,2.48,5.28,2.88,9.35,7.01,9.29,0%,4341,84,795,378,244,15,23%,1%,687,2317.331456,159374.9602,,,,,
S01008567,Fernieside and Moredun South - 04,City of Edinburgh,812,516,2022,2,3,6,29,17%,140,1850,12%,62,2140,150,126,274,106,17%,2%,127,1806,66%,5.59,124,3%,8%,1937,3.22,3.32,1.46,1.61,4.5,3.65,11.86,4.93,11.18,0%,4643,27,337,1923,142,3,19%,0%,1279,2295.708773,142699.4048,,,,,
S01008568,Fernieside and Moredun South - 05,City of Edinburgh,789,539,4176,3,6,12,60,7%,52,4411,5%,27,4599,70,66,0,77,15%,2%,99,4434,78%,5.56,85,4%,7%,3064,3.81,3.28,2.73,3.28,4.59,4.75,10.28,9.08,10.43,0%,2514,30,385,1587,78,12,10%,2%,3263.5,3459.56729,224381.3039,,,,,
S01008569,Moredun and Craigour - 01,City of Edinburgh,715,504,26,1,1,1,1,38%,271,121,36%,183,17,270,307,718,136,24%,14%,148,123,62%,4,194,6%,0%,35,3.74,3.25,2.55,3.1,4.54,4.77,8.66,7.47,8.8,0%,3046,69,963,229,167,14,26%,2%,428,729.3772567,29005.56513,,,,,
S01008570,Moredun and Craigour - 02,City of Edinburgh,987,635,768,1,2,3,12,25%,247,853,18%,116,870,175,234,285,141,22%,0%,148,794,64%,4.97,182,5%,4%,501,2.87,2.95,1.67,2.23,4.01,3.91,8.68,4.33,8.66,0%,5046,45,452,1230,247,24,26%,2%,433,2119.109057,104035.0983,,,,,
S01008571,Moredun and Craigour - 03,City of Edinburgh,677,388,2101,2,4,7,31,16%,110,2027,10%,38,2766,110,74,157,103,22%,0%,112,2566,72%,4.87,99,7%,4%,1484,2.45,2.24,1.82,2.45,3.95,3.12,8,5.84,8.22,0%,5599,82,1212,121,54,1,8%,0%,4425.5,1910.343129,126065.5696,,,,,
S01008572,Moredun and Craigour - 04,City of Edinburgh,927,513,3227,3,5,10,47,13%,117,2761,9%,44,3185,105,65,52,142,24%,5%,89,2822,75%,5.38,126,1%,14%,2888,2.26,1.73,2.39,2.88,3.16,3.29,6.25,6.61,7.16,1%,5461,22,240,2863,63,10,8%,1%,4133,2991.947016,202060.4289,,,,,
S01008573,Liberton East - 01,City of Edinburgh,909,565,5693,5,9,17,82,4%,35,5539,4%,22,5241,75,12,0,155,19%,5%,65,4657,86%,6.08,74,2%,21%,5304,2.6,2.33,2.98,4.15,3.99,3.39,8.26,8.49,8.34,1%,3855,16,178,3737,50,1,6%,0%,5287,2253.820127,222206.4536,,,,,
S01008574,Liberton East - 02,City of Edinburgh,680,468,5891,5,9,17,85,3%,23,5779,3%,14,5776,55,21,0,363,13%,3%,93,4883,88%,6.05,47,3%,19%,5794,3.62,3.1,3.1,2.84,2.36,5.63,12.61,12.43,14.08,0%,2523,9,134,4485,35,4,5%,1%,5660,1585.62855,135663.3848,,,,,
S01008575,Liberton East - 03,City of Edinburgh,821,553,6701,5,10,20,97,2%,13,6670.5,2%,9,6650.5,30,13,0,56,11%,0%,46,6828,89%,6.32,47,3%,24%,6200,3.31,2.7,2.9,3.72,3.25,6.19,11.07,11.15,14.03,0%,2361,10,123,4686,28,3,3%,0%,6202,2733.695831,230384.0055,,,,,
S01008576,Liberton East - 04,City of Edinburgh,822,510,6095,5,9,18,88,4%,36,5281,4%,20,5167,55,47,0,52,15%,0%,74,5529,91%,6.14,50,0%,19%,6230,2.91,1.56,2.89,3.36,2.71,4.21,5.2,7.6,8.38,0%,5460,11,136,4449,53,13,6%,2%,4488,2753.280893,239455.4326,,,,,
S01008577,Liberton West and Braid Hills - 01,City of Edinburgh,871,474,4955,4,8,15,72,7%,65,4094,4%,17,5304,75,41,237,190,25%,9%,85,3098,89%,5.81,44,1%,23%,5881,2.11,1.59,1.3,3.61,3.42,6.29,5.14,4.41,10.92,0%,5762,36,419,1395,22,1,3%,0%,6533,3467.249782,269238.9865,,,,,
S01008578,Liberton West and Braid Hills - 02,City of Edinburgh,838,435,6770,5,10,20,98,4%,30,5671.5,1%,4,6924,40,60,0,124,18%,0%,47,6125,0%,6.64,16,0%,31%,6967,2.68,2.15,1.47,3.25,4.29,6.41,4.78,3.5,9.26,0%,4882,18,218,3152,13,8,2%,1%,6555,2931.218433,186329.8719,,,,,
S01008579,Liberton West and Braid Hills - 03,City of Edinburgh,999,515,4864,4,7,14,70,5%,50,5000.5,5%,26,4527,65,37,23,131,24%,6%,74,4101,0%,6,46,0%,20%,6307,2.96,2.71,2.2,4.35,5.1,6.95,9.67,8.53,14.2,19%,1850,26,264,2574,31,10,5%,2%,5205,12370.16728,3543361.622,,,,,
S01008580,Liberton West and Braid Hills - 04,City of Edinburgh,551,362,5049,4,8,15,73,9%,48,3734.5,3%,11,5844,70,518,0,68,14%,0%,84,4178,88%,6,60,0%,7%,5248,3.48,2.11,2.93,2.22,4.2,5.7,7.16,9.74,11.17,0%,3758,10,184,3651,54,16,10%,3%,2774,2130.215525,138435.4423,,,,,
S01008581,The Inch - 01,City of Edinburgh,897,624,1430,2,3,5,21,21%,185,1359,16%,99,1260,160,228,123,113,25%,4%,121,1214,78%,5.71,129,1%,6%,2819,4.35,2.71,3.56,2.21,4.09,5.87,8.32,11.51,11.89,0%,2654,28,316,2098,155,26,17%,3%,1159,2236.438799,128331.5992,,,,,
S01008582,The Inch - 02,City of Edinburgh,1051,720,1971,2,3,6,29,17%,174,1979,13%,96,1780,125,108,281,138,19%,3%,95,2390,68%,5.35,132,9%,10%,1625,3.59,2.26,2.43,2.28,3.69,5.28,7.42,8.54,10.18,0%,4181,40,376,1639,124,23,12%,2%,2322,2404.847964,165407.2415,,,,,
S01008583,The Inch - 03,City of Edinburgh,727,465,2418,2,4,7,35,16%,117,2057,11%,49,2517,125,135,117,96,17%,6%,108,2508,79%,5.41,82,5%,9%,3079,3.93,2,4.25,2.31,3.32,4.9,6.6,9.69,9.43,0%,4001,24,334,1942,133,10,19%,1%,1179,2081.191669,101990.3432,,,,,
S01008584,The Inch - 04,City of Edinburgh,873,550,2708,2,4,8,39,14%,125,2375,9%,50,2965,100,113,222,93,18%,3%,88,3144,78%,5.28,87,1%,6%,2846,4.14,2.37,4.69,3.2,3.91,4.63,9.15,11.95,10.87,0%,2396,18,209,3270,141,18,16%,2%,1422,2583.960956,111645.0337,,,,,
S01008585,The Inch - 05,City of Edinburgh,611,400,1602,2,3,5,23,22%,133,1204,13%,52,1868,115,55,130,81,16%,15%,99,3082,61%,5.05,106,3%,8%,1392,3.98,2.7,5.04,3.08,4.21,4.2,9.7,13.25,10.42,0%,2334,19,315,2109,106,13,18%,2%,1203,2840.101811,192085.9676,,,,,
S01008586,The Inch - 06,City of Edinburgh,848,541,2280,2,4,7,33,15%,125,2287,9%,47,3101,140,71,108,109,19%,2%,122,2145,75%,5.17,138,6%,4%,1554,4.33,1.82,4.63,2.55,4.06,5.19,6.98,12.69,11.78,0%,3180,25,299,2243,176,26,22%,3%,650,3062.798314,153842.2896,,,,,
S01008587,"Blackford, West Mains and Mayfield Road - 01",City of Edinburgh,1138,797,5588,5,9,17,81,5%,52,5195.5,2%,13,6698,50,11,13,193,15%,3%,70,5352,88%,6.43,40,0%,6%,6006,2.87,2.78,3.7,3.83,6.19,5.33,6.45,7.27,7.64,4%,2338,56,490,1058,35,6,5%,1%,5630,8207.653167,1364072.221,,,,,
S01008588,"Blackford, West Mains and Mayfield Road - 02",City of Edinburgh,865,529,6765,5,10,20,97,2%,21,6255,2%,10,6519.5,30,28,17,68,12%,4%,62,6600,95%,6.36,21,3%,20%,6785,3.95,3.29,1.3,5.14,6.64,4.81,8.51,3.12,9.58,0%,3067,6,70,5727,53,6,7%,1%,4676,2482.45984,140170.4912,,,,,
S01008589,"Blackford, West Mains and Mayfield Road - 03",City of Edinburgh,389,234,5580,4,8,16,80,7%,28,4182,2%,4,6558,60,125,43,67,16%,0%,78,4672,90%,6,55,0%,21%,6057,2.76,3.12,1.53,4.9,6.21,4.6,9.87,5.9,11.27,0%,3111,8,208,3278,10,1,3%,0%,6560,1016.096788,56953.64769,,,,,
S01008590,"Blackford, West Mains and Mayfield Road - 04",City of Edinburgh,817,509,6500,5,10,19,94,2%,19,6309.5,1%,7,6823,50,27,0,75,12%,0%,59,6185,91%,6.06,26,2%,12%,6270,3.24,3.96,2,5.53,7.11,5.44,10.59,4.71,10.45,0%,2035,8,99,5133,41,11,5%,1%,4994,1635.508582,75495.62723,,,,,
S01008591,"Blackford, West Mains and Mayfield Road - 05",City of Edinburgh,870,602,5998,5,9,18,86,4%,34,5499,3%,19,5663,40,141,159,62,13%,3%,59,5875,0%,6.57,43,1%,19%,6755,2.35,3.53,2.59,5.04,7.42,5.24,9.6,6.58,9.49,0%,2229,9,105,5018,64,9,8%,1%,4088,2453.139006,97605.88202,,,,,
S01008592,"Blackford, West Mains and Mayfield Road - 06",City of Edinburgh,896,635,4604,4,7,14,66,6%,57,4475,5%,31,4630,70,81,72,99,13%,0%,78,4562,86%,5.64,54,1%,15%,5052,3.53,4.58,2.97,5.44,7.91,5.94,10.49,6.85,9.28,0%,1461,11,124,4674,106,12,14%,2%,2017,1458.732997,104242.8835,,,,,
S01008593,"Blackford, West Mains and Mayfield Road - 07",City of Edinburgh,763,448,6540,5,10,19,94,1%,9,6819,2%,9,6539,25,20,0,69,12%,0%,60,6766,0%,6.36,20,0%,69%,6945,1.92,3.17,3.82,4.35,7.55,4.63,7.15,7.24,7.55,0%,2679,30,398,1517,20,7,3%,1%,6338,2477.141516,168953.229,,,,,
S01008594,"Blackford, West Mains and Mayfield Road - 08",City of Edinburgh,1114,652,6034,5,9,18,87,3%,35,5901,3%,20,5715,45,46,82,89,15%,6%,55,5755,93%,5.61,24,0%,13%,6392,1.91,2.88,3.52,4.33,7.56,4.64,6.34,6.36,6.88,0%,3005,28,255,2688,71,17,7%,2%,4041,3417.912004,267231.357,,,,,
S01008595,Prestonfield - 01,City of Edinburgh,854,542,1347,1,2,4,20,21%,179,1312,16%,88,1184,165,136,304,164,26%,4%,126,958,84%,5.42,119,8%,6%,2597,2.73,2.77,5.68,1.44,6.35,3.02,6.96,11.2,7.08,0%,4188,36,427,1344,171,8,20%,1%,1015,3433.494446,271138.0984,,,,,
S01008596,Prestonfield - 02,City of Edinburgh,891,645,2608,2,4,8,38,14%,124,2456,10%,67,2566,125,147,345,110,18%,14%,108,2138,88%,5.8,123,10%,4%,3021,3.08,1.78,5.01,1.86,6.79,3.44,5.03,10.44,7.5,0%,4548,19,216,3167,181,9,21%,1%,896,2040.620812,104906.179,,,,,
S01008597,Prestonfield - 03,City of Edinburgh,844,517,6389,5,10,19,92,3%,23,6104,2%,11,6422,50,41,40,60,14%,0%,70,5610,89%,6.2,49,0%,12%,5983,3.88,2.04,5.05,2.28,6.91,4.27,7.35,12.48,9.74,0%,2889,11,132,4521,40,10,5%,1%,5517,4675.076971,653329.6532,,,,,
S01008598,Prestonfield - 04,City of Edinburgh,800,598,5644,5,9,17,81,5%,42,4906,4%,21,5420,60,30,125,59,15%,0%,75,5081,86%,6.13,41,5%,12%,5454,3.52,0.99,4.16,2.76,7.41,4.43,2.75,9.07,7.86,0%,4958,6,76,5611,185,17,23%,2%,652,1633.400782,74751.51447,,,,,
S01008599,Newington and Dalkeith Road - 01,City of Edinburgh,870,623,6416,5,10,19,92,1%,11,6794.5,2%,14,6351,25,36,15,39,9%,12%,42,6885,85%,5.67,19,2%,9%,5500,2.83,1.18,3.53,3.79,7.82,4.68,3.77,7.28,8.09,0%,4458,38,442,1268,118,10,13%,1%,2359.5,3254.50731,219502.3304,,,,,
S01008600,Newington and Dalkeith Road - 02,City of Edinburgh,1137,710,5988,5,9,18,86,4%,49,5315,4%,29,5129,30,75,108,96,11%,4%,46,6610,85%,6.33,29,3%,17%,6105,2.02,1.76,2.47,2.81,7.39,4.4,4.49,5.59,7.2,2%,4504,16,143,4304,118,33,15%,4%,1362,2164.603662,151015.8163,,,,,
S01008601,Newington and Dalkeith Road - 03,City of Edinburgh,2147,2032,6545,5,10,19,94,1%,30,6752,1%,15,6945,30,77,65,126,10%,0%,65,6355,82%,0,53,0%,8%,5596,3.18,2.61,2.94,1.62,6.15,3.31,7.18,7.41,8.24,35%,3650,18,85,5413,262,15,35%,2%,179,3030.351665,249946.7978,,,,,
S01008602,Newington and Dalkeith Road - 04,City of Edinburgh,667,549,5406,4,8,16,78,6%,37,4784,3%,19,5491.5,55,40,35,79,11%,8%,71,5506,83%,5.67,30,2%,2%,4155,3.92,2.45,2.57,1.47,6.74,2.88,7.08,8.17,8.72,0%,4756,8,122,4726,113,19,20%,3%,742,1631.837092,34212.02284,,,,,
S01008603,Newington and Dalkeith Road - 05,City of Edinburgh,1109,996,5341,4,8,16,77,6%,68,4563,4%,41,5058,80,93,94,84,14%,17%,70,4204,80%,0,47,0%,10%,6018,3.59,1.96,1.83,1.28,6.26,2.15,4.94,4.8,5.01,0%,6095,9,82,5486,327,78,29%,7%,189,1822.746662,52949.35987,,,,,
S01008604,The Grange - 01,City of Edinburgh,1121,907,6305,5,10,19,91,3%,33,5990,3%,29,5627,45,65,103,50,11%,4%,44,6387,84%,6.25,24,0%,4%,5862,1.03,2.75,1.82,3.76,7.07,4.49,6.9,3.74,7.2,16%,4195,13,117,4798,127,13,15%,2%,1836,2351.790532,120567.1557,,,,,
S01008605,The Grange - 02,City of Edinburgh,693,555,6721,5,10,20,97,3%,18,6176,2%,9,6713,25,34,0,38,9%,0%,33,6931,0%,6.38,20,8%,3%,6374,0.89,2.49,1.96,3.78,5.74,3.88,7.02,4.62,8.43,1%,5015,12,175,3789,130,33,19%,5%,788,1808.111246,75664.16466,,,,,
S01008606,The Grange - 03,City of Edinburgh,743,444,6597,5,10,19,95,2%,16,6399,3%,11,6121,35,21,106,55,11%,0%,60,6476,0%,6.59,9,3%,23%,6969,1.63,2.91,2.53,4.73,6.63,4.68,8.47,6.78,9.6,0%,3310,15,205,3335,56,6,7%,1%,4450,2157.93513,103557.8525,,,,,
S01008607,The Grange - 04,City of Edinburgh,613,302,6628,5,10,20,96,3%,21,5749.5,2%,8,6154,35,17,0,46,11%,0%,60,6669,0%,6.71,6,0%,29%,6970,1.79,1.89,2.5,3.63,5.32,3.29,5.85,5.52,7.83,5%,4750,15,248,2781,20,3,3%,0%,6286,3159.307674,166339.6804,,,,,
S01008608,The Grange - 05,City of Edinburgh,783,433,6834,5,10,20,98,3%,21,6136,2%,7,6709,40,15,23,117,15%,0%,65,5969,0%,6.44,12,0%,41%,6973,2.74,2,1.31,3.89,5.29,3.51,6.45,3.92,7.84,0%,5425,14,181,3697,42,9,6%,1%,4834,2575.674085,152835.8905,,,,,
S01008609,The Grange - 06,City of Edinburgh,1033,525,6458,5,10,19,93,3%,32,5923,3%,13,6138,45,48,0,148,18%,7%,53,5737,94%,6.32,13,3%,26%,6835,3.97,2.92,1.4,4.78,6.38,4.43,8.91,4.48,10.45,0%,3226,12,118,4794,46,17,5%,2%,4927,2844.113338,202188.9518,,,,,
S01008610,The Grange - 07,City of Edinburgh,841,516,6617,5,10,19,95,4%,33,5483,2%,10,6572,45,10,0,67,12%,0%,84,6086,0%,6.36,8,0%,9%,6784,3.06,1.17,2.77,3.11,4.19,2.63,3.36,6.13,5.61,0%,6360,21,253,2713,88,18,10%,2%,2911.5,3089.378045,217452.6476,,,,,
S01008611,Marchmont East and Sciennes - 01,City of Edinburgh,1365,1157,6815,5,10,20,98,2%,29,6419,1%,16,6786,35,15,10,75,9%,4%,37,6803,0%,6.5,23,0%,18%,6895,2.8,2.28,2.81,2.41,4.78,2.7,6.33,4.73,7.19,3%,4894,18,134,4495,216,77,19%,7%,547,1976.470005,89066.99983,,,,,
S01008612,Marchmont East and Sciennes - 02,City of Edinburgh,729,632,6126,5,9,18,88,4%,31,5335.5,3%,16,6134,40,244,49,100,13%,14%,61,5619,90%,6.5,28,8%,2%,5640,3.43,2.63,3.02,1.77,4.67,2.85,7,5.57,7.08,0%,5144,4,56,6056,200,28,26%,4%,388,1065.985906,43115.17064,,,,,
S01008613,Marchmont East and Sciennes - 03,City of Edinburgh,802,582,6579,5,10,19,95,3%,22,6093,2%,14,6235,35,33,159,81,12%,6%,59,6328,0%,6.67,26,0%,6%,6638,3.21,1.77,3.28,2.27,4.08,2.1,5.52,6.28,7.64,0%,5983,21,265,2559,133,25,17%,3%,1220,1921.348748,116666.7009,,,,,
S01008614,Marchmont East and Sciennes - 04,City of Edinburgh,731,629,5951,5,9,18,86,5%,38,4923,3%,19,5810,60,115,89,112,12%,0%,61,5143,0%,0,28,7%,26%,5814,3.21,0.93,2.93,2.39,3.05,1.57,1.89,7.48,5.1,0%,6885,6,83,5457,187,27,28%,4%,300,916.3051685,34327.41046,,,,,
S01008615,Marchmont East and Sciennes - 05,City of Edinburgh,874,698,6838,5,10,20,99,2%,17,6510.5,2%,13,6567,35,27,47,90,10%,0%,49,6630,90%,0,17,0%,16%,6697,3.31,1.08,3.11,2.33,3.28,1.44,2.87,7.36,4.76,0%,6814,13,151,4181,204,33,24%,4%,446,1851.998534,56185.35305,,,,,
S01008616,Marchmont East and Sciennes - 06,City of Edinburgh,634,543,6843,5,10,20,99,2%,12,6530.5,0%,3,6960,5,31,0,42,10%,0%,56,6969,81%,5.92,15,0%,10%,5944,3.41,1.3,3.21,2.87,3.04,1.18,2.73,6.03,3.02,0%,6819,5,80,5540,270,24,37%,3%,106,963.2781179,32412.50531,,,,,
S01008617,Marchmont West - 01,City of Edinburgh,785,661,6945,5,10,20,100,1%,6,6931,0%,2,6970,10,13,16,101,9%,0%,60,6945,0%,6.5,9,0%,10%,6857,2.84,1.85,3.33,2.3,2.85,2.05,4.26,7.3,4.79,0%,6456,9,116,4826,235,6,28%,1%,396,935.8710925,35777.95883,,,,,
S01008618,Marchmont West - 02,City of Edinburgh,666,580,6929,5,10,20,100,1%,8,6814,1%,4,6949,20,47,19,58,10%,0%,49,6887,0%,6.25,13,3%,20%,6660,2.95,1.46,3.3,2.56,2.46,1.5,3.82,7.19,2.86,0%,6775,8,122,4722,236,15,32%,2%,239,814.9196552,27307.2835,,,,,
S01008619,Marchmont West - 03,City of Edinburgh,498,407,6584,5,10,19,95,4%,22,5269,2%,10,6161,40,9,0,55,9%,0%,43,6792,0%,0,21,0%,2%,6482,2.35,1.49,3.2,2.1,1.89,2.31,4.84,9.8,5.93,0%,6559,0,0,6357,128,10,25%,2%,534,740.1963384,22274.69363,,,,,
S01008620,Marchmont West - 04,City of Edinburgh,741,639,6933,5,10,20,100,1%,8,6852,0%,3,6959,15,26,16,75,11%,0%,41,6947,0%,5.9,19,0%,11%,6719,2.59,1.32,3.2,2.36,2.15,1.8,4.36,8.1,3.74,0%,6766,13,178,3743.5,208,13,26%,2%,497,840.0009958,28806.05843,,,,,
S01008621,Marchmont West - 05,City of Edinburgh,759,627,6955,5,10,20,100,1%,10,6773,1%,5,6940,15,7,17,50,10%,4%,35,6964,0%,0,7,0%,9%,6933,2.34,0.83,2.9,1.97,1.96,2.1,2.3,7.9,4.95,0%,6928,7,93,5249,183,23,24%,3%,516,1037.718868,24968.01234,,,,,
S01008622,Marchmont West - 06,City of Edinburgh,512,406,6973,5,10,20,100,0%,0,6969,0%,2,6963,25,17,0,37,10%,0%,42,6917,0%,6.67,7,4%,2%,6686,1.53,1.34,2.39,1.62,1.84,2.47,4.72,6.74,6.55,0%,6774,4,79,5555,81,15,16%,3%,1421,753.7856129,18128.69936,,,,,
S01008623,Marchmont West - 07,City of Edinburgh,879,622,6864,5,10,20,99,2%,19,6390,0%,2,6967,5,24,16,48,11%,5%,39,6972,0%,6.45,27,0%,12%,6803,2.42,2.09,2.9,2.05,2.63,2.84,5.76,8.34,7.11,0%,6041,17,196,3467,205,6,24%,1%,693,2405.648789,149907.5601,,,,,
S01008624,Morningside - 01,City of Edinburgh,797,412,6413,5,10,19,92,5%,42,4897,3%,11,6042,50,63,0,111,9%,0%,54,6238,0%,6.8,26,0%,39%,6954,3.33,1.75,2.06,2.86,4.89,3.01,6.6,7.08,8.07,0%,5305,13,165,3933,41,4,6%,1%,5109,4422.934011,444288.8333,,,,,
S01008625,Morningside - 02,City of Edinburgh,607,364,5743,5,9,17,83,3%,21,5730,4%,16,4869,35,91,250,66,12%,5%,61,6116,0%,6,11,0%,39%,6932,4.92,3.06,3.2,3.45,6.64,4.39,7.67,7.99,11.24,0%,2226,14,234,2946,15,7,3%,1%,6197,2697.502752,243698.1153,,,,,
S01008626,Morningside - 03,City of Edinburgh,943,620,6968,5,10,20,100,1%,7,6938,1%,6,6910,15,25,0,61,10%,0%,38,6961,0%,6.05,11,5%,26%,6823,2.45,2.55,2.53,1.11,6.82,3.62,5.78,5.74,6.7,0%,5587,14,150,4187,63,10,7%,1%,4534,2203.334056,146350.0869,,,,,
S01008627,Morningside - 04,City of Edinburgh,780,434,6935,5,10,20,100,1%,6,6929,1%,4,6909,30,10,0,110,14%,0%,37,6777,0%,6.78,5,0%,42%,6976,4.03,1.58,1.64,2.93,6.27,2.72,5.2,5.8,7.35,0%,5678,27,351,1815,15,6,2%,1%,6504,2324.656214,173225.163,,,,,
S01008628,Morningside - 05,City of Edinburgh,743,516,6168,5,9,18,89,5%,35,5130,4%,19,5380,65,40,17,109,13%,14%,56,5388,0%,6.38,21,0%,22%,6897,4.43,1.7,2.03,2.45,5.23,2.27,7.01,6.4,7.23,0%,5656,8,109,4952,72,14,12%,2%,2216,2666.038689,116404.4977,,,,,
S01008629,Morningside - 06,City of Edinburgh,649,440,6698,5,10,20,97,3%,19,5999,3%,14,5630,40,46,21,55,15%,7%,45,6417,0%,5.25,23,8%,9%,6091,4.02,1.18,2.17,1.06,4.35,1.29,3.94,6.26,4.13,0%,6887,3,47,6234,71,18,12%,3%,2003,1475.765507,52591.43669,,,,,
S01008630,Morningside - 07,City of Edinburgh,606,461,6689,5,10,20,96,3%,17,6054,2%,8,6657,35,30,19,93,13%,13%,55,6392,0%,6.5,18,0%,1%,6730,4.83,1.23,1.34,1.78,4.67,0.83,3.11,3.42,1.84,0%,6961,21,351,1812,75,23,13%,4%,1559,1378.844912,50690.89373,,,,,
S01008631,Morningside - 08,City of Edinburgh,966,775,6557,5,10,19,94,3%,26,6130,4%,28,5399,30,58,42,24,11%,0%,37,6829,0%,6.6,21,0%,3%,6795,5.05,1.3,0.88,2.54,4.4,1.58,3.44,2.02,4,18%,6000,8,84,5439.5,161,48,20%,6%,529,1153.55814,41594.37911,,,,,
S01008632,Merchiston and Greenhill - 01,City of Edinburgh,797,627,2809,3,5,9,41,9%,73,3605,15%,92,1508,115,88,25,182,12%,6%,87,3342,0%,6.22,110,9%,19%,4824,4.96,1.55,2,2.36,3.73,1.7,4.68,5.89,4.75,20%,5562,41,508,967,101,39,14%,5%,1237,3140.240203,260048.3042,,,,,
S01008633,Merchiston and Greenhill - 02,City of Edinburgh,951,530,6535,5,10,19,94,3%,25,6159,3%,18,5573,40,28,18,71,13%,0%,72,6084,0%,6.27,24,3%,22%,6752,4.5,2.21,2.9,3,2.4,3.32,7.18,7.26,8.03,5%,4403,14,149,4210,40,15,4%,2%,5408,4886.523972,419462.1155,,,,,
